#name	chrom	strand	txStart	txEnd
NM_033277	chr12	-	55024622	55028663
NM_053283	chr12	-	55038374	55042277
NM_001300854	chr12	-	55038374	55042277
NM_058173	chr12	+	55248298	55252174
NM_001261844	chr12	-	55342086	55367516
NM_014796	chr12	-	55342086	55367516
NM_001098815	chr12	-	55342086	55375622
NM_001136030	chr12	-	55342086	55378530
NM_021191	chr12	+	55413728	55423801
NM_001005243	chr12	+	55523552	55524560
NM_001005280	chr12	+	55614808	55615759
NM_001005490	chr12	+	55641071	55642010
NM_001005493	chr12	-	55688071	55689016
NM_001005182	chr12	+	55714383	55715322
NM_054104	chr12	+	55725484	55726420
NM_001005497	chr12	+	55758894	55759833
NM_001005518	chr12	+	55794312	55795251
NM_001005183	chr12	+	55820037	55820976
NM_054105	chr12	+	55845997	55846936
NM_001005499	chr12	-	55862983	55863922
NM_001005519	chr12	+	55886161	55887100
NM_001005494	chr12	+	55945010	55945940
NM_001258285	chr12	+	55968198	55969128
NM_206899	chr12	+	56030675	56031617
NM_152637	chr12	+	56075329	56078394
NM_002206	chr12	-	56078353	56101686
NM_001144997	chr12	-	56078353	56106089
NM_001144996	chr12	-	56078353	56101686
NR_037655	chr12	+	56109817	56113491
NR_037658	chr12	+	56109817	56118526
NM_001487	chr12	+	56109817	56113491
NR_037657	chr12	+	56110075	56113491
NR_037656	chr12	+	56110075	56113491
NM_002905	chr12	+	56114150	56118526
NM_001199771	chr12	+	56114150	56118526
NM_001257401	chr12	-	56119226	56121572
NM_001257400	chr12	-	56119226	56121684
NM_001257392	chr12	-	56119226	56122136
NM_001257391	chr12	-	56119226	56122266
NM_001257390	chr12	-	56119226	56122434
NM_001267698	chr12	-	56119226	56122761
NM_001780	chr12	-	56119226	56122922
NM_001257389	chr12	-	56119226	56123457
NM_005811	chr12	+	56137063	56147154
NR_026723	chr12	-	56146246	56211540
NR_026722	chr12	-	56146246	56211540
NM_033082	chr12	-	56151053	56211540
NM_014182	chr12	+	56211805	56214959
NM_032364	chr12	-	56214743	56223420
NR_036479	chr12	+	56223391	56230030
NR_036477	chr12	+	56223391	56230030
NR_036478	chr12	+	56223391	56230030
NR_036476	chr12	+	56223391	56230030
NM_002429	chr12	-	56229213	56236767
NR_073606	chr12	-	56229213	56236767
NM_001272101	chr12	-	56229213	56236767
NM_001143853	chr12	-	56295196	56320909
NM_032345	chr12	-	56295196	56321697
NM_001345	chr12	+	56324945	56347807
NM_201445	chr12	+	56325811	56347807
NM_201444	chr12	+	56325811	56347807
NM_201554	chr12	+	56325811	56347807
NM_001200053	chr12	-	56347888	56359846
NM_001200054	chr12	-	56347888	56359846
NM_001320121	chr12	-	56347888	56359846
NM_001320122	chr12	-	56347888	56359846
NM_006928	chr12	-	56347888	56360496
NM_052827	chr12	+	56360552	56366573
NM_001290230	chr12	+	56360552	56366573
NM_001798	chr12	+	56360552	56366573
NM_001252036	chr12	+	56367696	56390467
NM_002868	chr12	+	56367794	56390467
NM_001252037	chr12	+	56367794	56390467
NM_000456	chr12	+	56391042	56399309
NM_001032386	chr12	+	56391042	56399309
NM_001032387	chr12	+	56391042	56399309
NR_135023	chr12	-	56403875	56418875
NM_022465	chr12	+	56414688	56432219
NM_001029	chr12	+	56435685	56438007
NM_001982	chr12	+	56473808	56497291
NM_001005915	chr12	+	56473891	56479401
NM_006191	chr12	+	56498102	56507694
NM_021104	chr12	+	56510373	56511616
NM_001035267	chr12	+	56510373	56511616
NM_001303124	chr12	+	56512003	56516280
NM_032786	chr12	+	56512003	56516280
NM_001303125	chr12	+	56512343	56516280
NM_015292	chr12	+	56521985	56538460
NM_001184796	chr12	+	56521985	56538460
NM_002475	chr12	+	56546203	56551771
NM_001199629	chr12	+	56546203	56551771
NM_021019	chr12	+	56552044	56555366
NM_079423	chr12	+	56552044	56555366
NM_001330288	chr12	-	56556142	56583358
NM_001130420	chr12	-	56556142	56583358
NM_003075	chr12	-	56556142	56583358
NM_139067	chr12	-	56556142	56583358
NM_005785	chr12	-	56596287	56615715
NM_001242826	chr12	-	56596287	56615485
NR_040053	chr12	-	56596287	56615715
NM_194359	chr12	-	56596287	56615753
NM_194358	chr12	-	56596287	56615715
NM_024068	chr12	+	56618124	56623638
NM_173596	chr12	+	56623819	56631629
NM_001135195	chr12	+	56624500	56631629
NM_173595	chr12	-	56631590	56652143
NM_144576	chr12	+	56660641	56664750
NM_001099337	chr12	+	56661066	56664750
NM_004077	chr12	-	56665482	56694175
NM_014255	chr12	-	56703625	56710132
NM_001190991	chr12	-	56708257	56710132
NM_001127460	chr12	-	56710006	56727533
NM_001166279	chr12	-	56710006	56727837
NM_014871	chr12	-	56710006	56727837
NM_016584	chr12	+	56732662	56734194
NM_005419	chr12	-	56735381	56754037
NM_198332	chr12	-	56735381	56754037
NM_001638	chr12	-	56754354	56756583
NM_001330295	chr12	-	56810156	56843249
NM_003920	chr12	-	56810156	56843249
NR_138471	chr12	-	56810156	56843249
NM_012064	chr12	-	56843285	56848435
NM_207344	chr12	+	56862300	56864767
NM_001280796	chr12	-	56864727	56882198
NM_001280797	chr12	-	56864727	56882198
NM_001280798	chr12	-	56864727	56882198
NM_013267	chr12	-	56864727	56882198
NR_132789	chr12	+	56906648	56906764
NM_002898	chr12	+	56915608	56989980
NM_001300905	chr12	-	56989379	57024115
NM_013449	chr12	-	56989379	57030163
NM_001686	chr12	-	57031958	57039852
NR_003046	chr12	-	57037463	57037538
NR_002737	chr12	-	57038810	57038885
NR_104219	chr12	-	57057124	57081781
NM_001282601	chr12	-	57057124	57082192
NM_001282602	chr12	-	57057124	57082192
NM_001282603	chr12	-	57057124	57082192
NM_001282604	chr12	-	57057124	57082192
NM_001282605	chr12	-	57057124	57082192
NM_006601	chr12	-	57057124	57082192
NM_005594	chr12	-	57106210	57119076
NM_001320194	chr12	-	57106210	57119326
NM_001320193	chr12	-	57106210	57119326
NM_001113202	chr12	-	57106210	57119326
NM_001113203	chr12	-	57106210	57119326
NM_001113201	chr12	-	57106210	57119076
NM_000946	chr12	-	57125363	57146146
NM_003725	chr12	+	57157001	57181574
NM_148897	chr12	-	57316937	57328189
NM_001320108	chr12	-	57345214	57353158
NM_003708	chr12	-	57345214	57353158
NM_007264	chr12	+	57388354	57390469
NM_014830	chr12	-	57392616	57400297
NR_033654	chr12	-	57403780	57410344
NR_135166	chr12	-	57403780	57410344
NR_135165	chr12	-	57403780	57410344
NR_135164	chr12	-	57403780	57410344
NM_013251	chr12	-	57403780	57410344
NM_001178054	chr12	-	57403780	57410344
NM_001256041	chr12	-	57422300	57444549
NM_005379	chr12	-	57422300	57443901
NM_001130963	chr12	-	57449425	57472574
NM_015257	chr12	-	57449425	57472574
NM_005967	chr12	+	57482676	57489259
NM_001330305	chr12	+	57482676	57489259
NM_001178079	chr12	-	57489186	57504089
NM_001178080	chr12	-	57489186	57505196
NR_033659	chr12	-	57489186	57505196
NM_003153	chr12	-	57489186	57505196
NM_001178081	chr12	-	57489186	57505196
NM_001178078	chr12	-	57489186	57505196
NM_002332	chr12	+	57522281	57607125
NR_131938	chr12	-	57538402	57541402
NR_131939	chr12	-	57540272	57541402
NR_031597	chr12	+	57588286	57588359
NM_007224	chr12	+	57610577	57620232
NM_001166356	chr12	+	57623355	57628718
NM_005412	chr12	+	57623355	57628718
NR_029417	chr12	+	57623355	57628718
NR_029416	chr12	+	57623827	57628718
NM_001166358	chr12	+	57623827	57628718
NR_029415	chr12	+	57624110	57628718
NM_001166359	chr12	+	57624110	57628718
NM_001166357	chr12	+	57624142	57628718
NR_048562	chr12	+	57624148	57628718
NM_020142	chr12	-	57628685	57634475
NM_001286256	chr12	-	57637237	57644976
NM_001286257	chr12	-	57637237	57644976
NM_145064	chr12	-	57637237	57644976
NR_104422	chr12	-	57637237	57644976
NM_014925	chr12	-	57647546	57824788
NM_001330122	chr12	-	57647546	57735228
NM_001330123	chr12	-	57647546	57824788
NM_001330121	chr12	-	57647546	57824788
NM_005538	chr12	+	57828467	57845845
NM_031479	chr12	+	57849073	57851796
NM_001160045	chr12	+	57853917	57866047
NM_001167609	chr12	+	57853933	57866047
NM_005269	chr12	+	57853933	57866047
NM_001080156	chr12	-	57866037	57871981
NM_001319851	chr12	-	57866037	57871981
NM_001319852	chr12	-	57866037	57871981
NM_001080157	chr12	-	57866037	57873424
NM_032496	chr12	-	57866037	57873655
NM_001319850	chr12	-	57866037	57882597
NM_004990	chr12	+	57881735	57910438
NR_106816	chr12	+	57906470	57906533
NM_004083	chr12	-	57910370	57914300
NM_001195053	chr12	-	57910370	57914300
NM_001195055	chr12	-	57910370	57914300
NM_001195054	chr12	-	57910370	57914300
NM_001195056	chr12	-	57910370	57914300
NM_001195057	chr12	-	57910370	57914300
NR_030346	chr12	-	57912947	57913042
NM_052897	chr12	+	57916658	57923931
NM_001261413	chr12	-	57923832	57941114
NM_006400	chr12	-	57923832	57941114
NM_001261412	chr12	-	57923832	57941114
NM_001348065	chr12	-	57923832	57940642
NM_001348066	chr12	-	57923832	57941114
NM_001348067	chr12	-	57923832	57941114
NR_145419	chr12	-	57923832	57941114
NM_001348068	chr12	-	57923832	57941114
NM_004984	chr12	+	57943846	57978554
NM_001146258	chr12	+	57984941	57997211
NM_001146259	chr12	+	57984941	57997211
NM_001146260	chr12	+	57984941	57997211
NM_024779	chr12	+	57984941	57997211
NM_178502	chr12	+	57998404	58003587
NM_001286246	chr12	+	57998404	58003587
NM_001286245	chr12	+	57998404	58003587
NM_001111270	chr12	+	58003962	58011028
NR_046223	chr12	+	58005217	58011028
NM_182947	chr12	+	58005217	58011028
NM_001347933	chr12	+	58005217	58011028
NR_120450	chr12	-	58012187	58015686
NM_133489	chr12	+	58013692	58019934
NM_001276468	chr12	-	58019677	58026464
NM_001478	chr12	-	58019677	58027022
NM_001276469	chr12	-	58023113	58027022
NM_001261422	chr12	+	58087737	58115340
NM_001261421	chr12	+	58087737	58115340
NM_001261420	chr12	+	58087737	58115340
NM_001261423	chr12	+	58087737	58115340
NM_006812	chr12	+	58087737	58115340
NM_001017958	chr12	+	58087737	58115340
NM_001017956	chr12	+	58087737	58115340
NM_001017957	chr12	+	58087737	58115340
NM_001122772	chr12	-	58118075	58132029
NM_014770	chr12	-	58118075	58135944
NR_027032	chr12	+	58120022	58122139
NM_005981	chr12	+	58138771	58142026
NM_001330169	chr12	+	58138771	58142026
NM_001330168	chr12	+	58138771	58142026
NM_000075	chr12	-	58141509	58146230
NR_106817	chr12	-	58142400	58142465
NM_138396	chr12	+	58148880	58154193
NM_000785	chr12	-	58156116	58160976
NM_005371	chr12	-	58162350	58165914
NM_023033	chr12	-	58162350	58165914
NM_015433	chr12	+	58166382	58176324
NM_206914	chr12	+	58166382	58176324
NM_001172695	chr12	+	58176527	58191370
NM_001172696	chr12	+	58176527	58191370
NM_005726	chr12	+	58176527	58191370
NM_001172697	chr12	+	58176527	58196639
NM_006576	chr12	-	58191159	58209852
NM_005730	chr12	-	58213709	58240747
NR_029847	chr12	-	58218391	58218475
NR_038269	chr12	-	58325231	58329947
NM_001320408	chr12	+	58335286	58351052
NM_033276	chr12	+	58335286	58351052
NM_001320410	chr12	+	58335286	58351052
NM_001320409	chr12	+	58335286	58351052
NR_135022	chr12	+	58481674	58487143
NR_120452	chr12	-	58959741	59175498
NR_126341	chr12	+	58985483	59206450
NM_153377	chr12	-	59265936	59314319
NM_001136051	chr12	-	59265936	59313327
NM_001270623	chr12	+	59989820	60183635
NM_001270622	chr12	+	59989820	60183635
NR_073055	chr12	+	60083117	60183635
NM_004731	chr12	+	60083117	60183635
NR_073056	chr12	+	60083117	60183635
NM_178539	chr12	-	62102028	62586620
NM_006313	chr12	+	62654120	62803501
NM_001252078	chr12	+	62654120	62803501
NM_001252079	chr12	+	62654120	62730474
NR_106740	chr12	+	62654139	62654235
NM_001278469	chr12	+	62860596	62991363
NM_001278470	chr12	+	62860596	62991363
NM_001278471	chr12	+	62860596	62991363
NM_001278472	chr12	+	62860596	62991363
NM_015026	chr12	+	62860596	62991363
NR_121682	chr12	-	62995530	62997214
NR_029661	chr12	+	62997465	62997549
NM_020700	chr12	-	63037762	63328665
NM_000706	chr12	-	63536538	63546590
NM_173812	chr12	-	63952692	64062354
NM_014254	chr12	+	64173582	64203338
NM_001278237	chr12	+	64173905	64203338
NR_126167	chr12	-	64202624	64215936
NM_001346201	chr12	+	64238532	64541643
NM_020762	chr12	+	64238532	64541643
NM_001300940	chr12	-	64580091	64616076
NM_152440	chr12	-	64586418	64616076
NM_001300941	chr12	-	64586418	64616076
NM_001099676	chr12	-	64660762	64784345
NM_001170633	chr12	-	64660762	64784345
NM_007235	chr12	+	64798152	64842463
NM_013254	chr12	+	64845839	64895899
NM_178169	chr12	+	65004292	65091347
NR_040718	chr12	+	65004292	65091347
NR_037515	chr12	-	65016288	65016385
NR_030347	chr12	+	65016288	65016385
NM_002076	chr12	-	65107221	65153226
NM_001330187	chr12	+	65153276	65274798
NM_001330188	chr12	+	65174972	65274798
NM_001330186	chr12	+	65218351	65274798
NM_015279	chr12	+	65218351	65274798
NR_033988	chr12	+	65277553	65371302
NM_007191	chr12	-	65444403	65515346
NM_001167614	chr12	+	65563350	65642141
NM_014319	chr12	+	65563350	65642141
NM_001031679	chr12	+	65672422	65860687
NM_001193460	chr12	+	65672422	65860687
NM_198080	chr12	+	65672422	65860687
NM_001193461	chr12	+	65672766	65860687
NR_120431	chr12	-	65860598	66036152
NR_120432	chr12	-	65893360	66036152
NR_120433	chr12	-	65893360	66036152
NR_135033	chr12	-	65938017	65951091
NR_120434	chr12	-	65951678	66036152
NR_026825	chr12	-	66151799	66220754
NM_003483	chr12	+	66218239	66360071
NM_001300918	chr12	+	66218239	66346311
NM_003484	chr12	+	66218239	66309307
NM_001330190	chr12	+	66218239	66237303
NM_001300919	chr12	+	66218239	66309307
NM_001292024	chr12	-	66245006	66275947
NM_001292023	chr12	-	66249726	66275947
NR_120478	chr12	-	66267591	66275358
NR_106722	chr12	-	66417399	66417506
NM_032338	chr12	-	66516848	66524533
NR_125724	chr12	+	66524530	66528229
NM_001282606	chr12	-	66530715	66563852
NM_016056	chr12	-	66530715	66563852
NM_001282609	chr12	-	66530715	66563852
NM_001282610	chr12	-	66530715	66563852
NM_007199	chr12	+	66582977	66648394
NM_001142523	chr12	+	66582977	66648394
NR_106757	chr12	+	66644861	66644937
NR_135080	chr12	+	66696324	66731992
NR_135081	chr12	+	66696324	66731992
NM_033647	chr12	+	66696324	66737423
NM_001178074	chr12	-	66741210	67072925
NM_021150	chr12	-	66741210	67072925
NR_120490	chr12	-	67471405	67490064
NM_018448	chr12	+	67663060	67708472
NM_001329674	chr12	+	67663060	67708472
NM_001329675	chr12	+	67663060	67708472
NM_001329676	chr12	+	67663060	67708472
NR_103861	chr12	+	67913861	67960911
NM_006482	chr12	+	68042511	68056444
NM_003583	chr12	+	68042511	68056444
NR_110063	chr12	-	68102826	68123255
NR_120456	chr12	+	68323014	68363797
NR_104124	chr12	+	68383224	68415107
NR_104125	chr12	+	68383224	68415107
NM_000619	chr12	-	68548549	68553521
NM_018402	chr12	-	68595128	68619571
NM_020525	chr12	-	68642024	68647281
NM_001205028	chr12	-	68688345	68726161
NM_017440	chr12	-	68688345	68726161
NM_001205029	chr12	-	68718784	68726161
NM_020128	chr12	-	68718784	68726161
NR_120458	chr12	-	68825621	68845264
NM_001251917	chr12	+	69004618	69054385
NM_015646	chr12	+	69004618	69054385
NM_001251918	chr12	+	69004618	69054385
NM_001251922	chr12	+	69004618	69054385
NM_001251921	chr12	+	69004618	69054385
NM_001010942	chr12	+	69004618	69054385
NR_033335	chr12	-	69021013	69021155
NR_038930	chr12	-	69068150	69080639
NM_020401	chr12	+	69080730	69139594
NM_001330192	chr12	+	69080730	69139594
NM_018656	chr12	+	69139935	69159853
NR_073494	chr12	-	69198216	69199274
NM_002392	chr12	+	69201951	69239324
NM_001145339	chr12	+	69201951	69239324
NM_001278462	chr12	+	69202796	69239324
NM_001145337	chr12	+	69202796	69239324
NM_001145340	chr12	+	69202796	69239324
NM_198320	chr12	-	69244955	69326979
NM_001005502	chr12	-	69244955	69326979
NM_001874	chr12	-	69244955	69357020
NM_001300947	chr12	+	69633316	69668138
NM_007007	chr12	+	69633316	69668138
NR_031692	chr12	-	69666936	69666998
NM_000239	chr12	+	69742133	69748013
NM_006530	chr12	+	69753489	69784650
NM_001300950	chr12	+	69753489	69784650
NM_001042555	chr12	+	69864128	69973571
NM_001278351	chr12	+	69864128	69973571
NM_001278353	chr12	+	69864128	69973571
NM_001278354	chr12	+	69864128	69973571
NM_001278355	chr12	+	69864128	69973571
NM_001278356	chr12	+	69864128	69973571
NM_001278357	chr12	+	69864128	69973571
NM_006654	chr12	+	69864128	69973571
NR_145803	chr12	+	69909219	69909373
NR_037475	chr12	-	69978501	69978603
NR_037476	chr12	+	69978502	69978602
NM_006431	chr12	+	69979207	69995357
NM_001198842	chr12	+	69979461	69995357
NM_201550	chr12	-	70002344	70004942
NM_001282614	chr12	-	70037287	70093196
NM_152439	chr12	-	70047388	70083057
NM_032735	chr12	-	70047388	70093196
NM_001282613	chr12	-	70047388	70093196
NM_001282616	chr12	-	70077020	70093196
NM_001282615	chr12	-	70077020	70093196
NR_104220	chr12	-	70077020	70083057
NR_110072	chr12	-	70107412	70132348
NM_175624	chr12	+	70132465	70216984
NR_103519	chr12	+	70132465	70216984
NM_022456	chr12	+	70132465	70216984
NM_175625	chr12	+	70133169	70216984
NR_103520	chr12	+	70133169	70216984
NM_175623	chr12	+	70133169	70216984
NM_001278402	chr12	+	70172731	70216984
NM_001024647	chr12	+	70172731	70216984
NM_182530	chr12	+	70219102	70352505
NR_120460	chr12	-	70615969	70637140
NR_120461	chr12	-	70618772	70637140
NR_120459	chr12	-	70636085	70637140
NM_014515	chr12	+	70636773	70748773
NM_001199302	chr12	+	70636809	70748773
NM_001199303	chr12	+	70637493	70748773
NR_037615	chr12	+	70637493	70748773
NM_014505	chr12	+	70760061	70828072
NM_001109754	chr12	-	70909650	71031220
NM_002837	chr12	-	70909650	71003804
NM_001330204	chr12	-	70909650	71031220
NM_001206971	chr12	-	70909650	71003804
NM_001206972	chr12	-	70909650	71003804
NM_001207015	chr12	-	71031852	71182710
NR_073474	chr12	-	71031852	71148388
NM_001207016	chr12	-	71031852	71148539
NM_130846	chr12	-	71031852	71148388
NM_002849	chr12	-	71031852	71314584
NM_004616	chr12	-	71518876	71551779
NM_001277227	chr12	+	71833549	71980088
NR_110596	chr12	+	71833549	71980088
NM_001277226	chr12	+	71833549	71980088
NM_003667	chr12	+	71833549	71980088
NM_144982	chr12	-	72003378	72057749
NM_031435	chr12	+	72057676	72074428
NM_018279	chr12	+	72079877	72097839
NM_014999	chr12	+	72148642	72187256
NR_027449	chr12	+	72233486	72320629
NM_001146214	chr12	+	72233486	72320629
NM_001146213	chr12	+	72233486	72320629
NM_022771	chr12	+	72233486	72320629
NR_024072	chr12	-	72242073	72244763
NM_173353	chr12	+	72332625	72426221
NR_026837	chr12	-	72647286	72667289
NR_026836	chr12	-	72656326	72667289
NM_013381	chr12	+	72666528	73059422
NR_110130	chr12	+	73552969	73602097
NR_038300	chr12	-	74526955	74686411
NM_001136262	chr12	+	74931550	74935232
NM_153748	chr12	-	75433857	75603528
NM_139137	chr12	-	75433857	75603528
NM_139136	chr12	-	75433857	75603528
NM_001260499	chr12	-	75433857	75603528
NM_001260498	chr12	-	75433857	75603528
NM_001260497	chr12	-	75433857	75603528
NM_032606	chr12	-	75669758	75723836
NM_001286547	chr12	-	75669758	75723836
NM_001286548	chr12	-	75670999	75784702
NM_001286549	chr12	-	75670999	75784702
NM_001304964	chr12	+	75728418	75764169
NM_152779	chr12	+	75728418	75764169
NR_072995	chr12	+	75784849	75826177
NM_152436	chr12	+	75784849	75817820
NM_001270396	chr12	+	75784849	75826177
NM_006851	chr12	+	75874512	75895716
NM_007043	chr12	-	75891418	75905418
NM_007350	chr12	-	76419226	76425556
NM_139207	chr12	-	76438524	76478813
NM_004537	chr12	-	76438524	76478813
NM_001330232	chr12	-	76438524	76478813
NM_001330231	chr12	-	76438524	76478813
NM_001307924	chr12	-	76442371	76478813
NM_024685	chr12	-	76738265	76742222
NM_001319653	chr12	-	76745577	76953589
NM_001319655	chr12	-	76745577	76816872
NM_001319652	chr12	-	76745577	76953589
NM_020841	chr12	-	76745577	76953589
NM_001003712	chr12	-	76745577	76953589
NM_015336	chr12	+	77157853	77247474
NM_001300965	chr12	-	77252494	77272820
NM_001321	chr12	-	77252494	77272820
NM_203394	chr12	-	77415025	77459360
NM_001024383	chr12	+	78225068	78606792
NM_014903	chr12	+	78225068	78606792
NR_135021	chr12	-	78720459	78753526
NM_001135805	chr12	+	79257772	79845788
NM_005639	chr12	+	79258448	79845788
NM_001291901	chr12	+	79258448	79845788
NM_001135806	chr12	+	79439432	79845788
NR_031700	chr12	+	79813036	79813101
NM_002583	chr12	-	79985744	80084790
NM_001143885	chr12	-	80167342	80329235
NM_002480	chr12	-	80167342	80328978
NM_001143886	chr12	-	80167342	80307691
NM_001244992	chr12	-	80167342	80328731
NM_001244990	chr12	-	80167342	80329235
NM_173591	chr12	+	80603232	80772870
NM_001145026	chr12	+	80838125	81073968
NM_002469	chr12	+	81101407	81103256
NM_005593	chr12	+	81110707	81113447
NR_120468	chr12	+	81156932	81164494
NR_120469	chr12	+	81156932	81164494
NR_120470	chr12	+	81156932	81164494
NM_001324423	chr12	-	81186299	81331694
NM_004664	chr12	-	81186299	81331694
NR_136887	chr12	-	81186299	81331694
NR_136888	chr12	-	81186299	81331694
NR_030348	chr12	-	81226311	81226408
NR_030349	chr12	-	81329514	81329612
NM_001330243	chr12	+	81471796	81650537
NM_024560	chr12	+	81471796	81650537
NM_001330242	chr12	+	81471796	81650537
NR_039848	chr12	+	81552166	81552240
NM_001220480	chr12	-	81651753	81763193
NM_001220479	chr12	-	81651753	81763193
NM_001220473	chr12	-	81651753	82152474
NM_001220477	chr12	-	81651753	81992150
NM_001220478	chr12	-	81651753	81992150
NM_001282536	chr12	-	81651753	81906170
NM_001220475	chr12	-	81651753	82152286
NM_001220474	chr12	-	81651753	82152474
NM_001220476	chr12	-	81651753	82152286
NM_003625	chr12	-	81651753	82153109
NR_120491	chr12	+	81672967	81706201
NR_110089	chr12	+	82347497	82386912
NM_014167	chr12	-	82746082	82752199
NR_033192	chr12	-	82746082	82752584
NM_001319675	chr12	+	82752275	82873016
NM_032230	chr12	+	82752275	82873016
NM_001347934	chr12	+	82752275	82873016
NR_144940	chr12	+	82752275	82873016
NR_144941	chr12	+	82752275	82873016
NR_144942	chr12	+	82752275	82873016
NR_144943	chr12	+	82752275	82873016
NM_001320322	chr12	+	83080933	83359750
NM_001320321	chr12	+	83080933	83528647
NM_152588	chr12	+	83080933	83528647
NM_182767	chr12	-	85253266	85306608
NM_001146335	chr12	-	85253266	85306608
NM_018057	chr12	-	85274628	85306608
NM_001100917	chr12	-	85408093	85430055
NM_001079910	chr12	+	85430098	85638883
NM_006982	chr12	+	85674035	85695561
NM_005447	chr12	-	86198330	86230318
NM_006183	chr12	+	86268072	86276770
NM_013244	chr12	-	86373036	87232681
NR_135020	chr12	+	87724515	87726098
NR_033410	chr12	-	88176662	88178488
NM_152589	chr12	-	88373815	88423176
NM_001009894	chr12	+	88429267	88443937
NM_025114	chr12	-	88442789	88535993
NM_181783	chr12	+	88536072	88593664
NM_000899	chr12	-	88886569	88974250
NM_003994	chr12	-	88886569	88974250
NR_038385	chr12	-	89404902	89413469
NM_001946	chr12	-	89741601	89746636
NM_022652	chr12	-	89741601	89746636
NM_001199777	chr12	-	89813497	89919344
NR_037660	chr12	-	89813497	89919344
NM_172240	chr12	-	89813497	89920039
NR_037659	chr12	-	89813497	89920039
NM_003774	chr12	-	89913189	89918583
NM_001199781	chr12	-	89913189	89920039
NM_001199782	chr12	-	89913189	89920039
NM_001682	chr12	-	89981825	90049844
NM_001001323	chr12	-	89981825	90049844
NR_028138	chr12	+	90102731	90105729
NR_135019	chr12	+	90341469	90343503
NR_135018	chr12	+	90687094	90694475
NR_038868	chr12	+	91311799	91342446
NR_130711	chr12	-	91345991	91348924
NM_152638	chr12	-	91345991	91348953
NM_004950	chr12	-	91357455	91398803
NM_007035	chr12	-	91444270	91452131
NM_002345	chr12	-	91497231	91505542
NM_133504	chr12	-	91537053	91572423
NM_133505	chr12	-	91537053	91572423
NM_133506	chr12	-	91537053	91572423
NM_133507	chr12	-	91537053	91572423
NM_133503	chr12	-	91537053	91573395
NM_001920	chr12	-	91537053	91576901
NR_046159	chr12	-	92378751	92535489
NR_046160	chr12	-	92378751	92536607
NR_132339	chr12	-	92378751	92536607
NR_132340	chr12	-	92378751	92536607
NR_132341	chr12	-	92378751	92536607
NM_001731	chr12	-	92534053	92539673
NR_135037	chr12	+	92539860	92561336
NR_135036	chr12	+	92539860	92579560
NM_001025232	chr12	-	92813869	92821924
NR_144319	chr12	-	92813878	92826775
NR_027933	chr12	+	92815306	92824778
NR_027932	chr12	+	92815306	92824778
NM_001025233	chr12	+	92817734	92824778
NR_144532	chr12	+	92860454	92877723
NM_001037671	chr12	+	93096618	93102325
NM_001178097	chr12	+	93096618	93102325
NM_001004330	chr12	+	93130264	93165868
NM_003566	chr12	-	93166284	93323107
NR_040096	chr12	-	93397533	93771512
NR_120492	chr12	+	93568141	93575608
NM_199040	chr12	+	93771698	93797024
NM_019094	chr12	+	93771698	93797024
NR_104005	chr12	+	93771701	93796045
NR_002212	chr12	+	93771745	93796052
NM_001301024	chr12	+	93772325	93797024
NM_001301023	chr12	+	93772325	93797024
NM_001301022	chr12	+	93772325	93797024
NM_003348	chr12	-	93802087	93836026
NM_014050	chr12	+	93861265	93897548
NM_172177	chr12	+	93861265	93897548
NR_038159	chr12	+	93861265	93897548
NR_038160	chr12	+	93861265	93897548
NR_038161	chr12	+	93861265	93897548
NR_038263	chr12	-	93959403	93965174
NM_003877	chr12	+	93963597	93970521
NM_001270467	chr12	+	93964174	93970521
NM_001270468	chr12	+	93964756	93970521
NM_001270470	chr12	+	93965456	93970521
NM_001270469	chr12	+	93965456	93970521
NM_001270471	chr12	+	93966301	93970521
NM_003805	chr12	+	94071146	94244531
NR_135147	chr12	+	94071146	94288616
NM_001320100	chr12	+	94071146	94288616
NM_001320101	chr12	+	94071146	94132412
NM_001320099	chr12	+	94071492	94244531
NM_001330126	chr12	+	94072544	94132412
NR_110092	chr12	-	94101566	94131599
NR_110093	chr12	-	94108310	94131599
NR_135017	chr12	-	94288740	94337382
NM_005761	chr12	+	94542498	94701451
NR_037687	chr12	+	94656296	94701451
NM_001346457	chr12	-	94700169	94853764
NM_016122	chr12	-	94702055	94853764
NM_001042399	chr12	-	94702055	94853764
NM_001346458	chr12	-	94702055	94853764
NM_001346459	chr12	-	94702055	94853764
NM_001346460	chr12	-	94762163	94853764
NM_001346462	chr12	-	94762163	94853764
NR_144441	chr12	-	94762163	94853764
NM_001346461	chr12	-	94762163	94853764
NR_027035	chr12	+	94853778	94856344
NR_049885	chr12	+	94955564	94955635
NM_001301036	chr12	-	94960899	95009927
NM_020698	chr12	-	94960899	95044338
NR_106998	chr12	-	94965006	94965128
NR_030171	chr12	+	95228173	95228289
NR_036685	chr12	+	95228229	95228804
NM_001258338	chr12	-	95365103	95397489
NM_018838	chr12	-	95365103	95397489
NM_003297	chr12	-	95414004	95467404
NM_001127362	chr12	-	95424184	95467404
NM_001032287	chr12	-	95424184	95467404
NM_018351	chr12	-	95470524	95611240
NR_038242	chr12	+	95611521	95696566
NR_038241	chr12	+	95611521	95696566
NM_017599	chr12	+	95611521	95696566
NR_029895	chr12	+	95702195	95702289
NR_037456	chr12	+	95703698	95703760
NM_006838	chr12	+	95867821	95909613
